_id,,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
631b303774b46bf77a23695b,10,291651,gp:AOqpTOHO1MxWDTdZRyHy5iV86qv6JpZt9tQLAkR-Erng1clIz_zjBA_Y78uv_wKQ9HLRo9e-kzTtHcNdtlGK1A,Ben S,https://play-lh.googleusercontent.com/a-/AOh14GiwPWEDmz0xtHC24_aGXKd9_1EVtSmZIqKGKrSLXSs,"Designed by evil people. The TikTok rewards icon appears over a video and the button to dismiss it is TINY so it's very easy to accidentally click it. They designed it this way to force you to click it. This thing appears every time you open the app anew. Same old **** each time. They are garbage developers and they know it, but they don't care because they're too big to think they will have to fix it.",1,553,22.8.4,2022-01-21T07:41:51.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-01-24T23:58:08.000Z
631b303774b46bf77a23695c,11,291090,gp:AOqpTOFc7CpUh-MnRf-dHx1s7UDnVO6MS9i6RpdZJON_Bjk1qLF7Ccxa-lFei4milPR7SrV1nKIEcH4sItT_gQ,Brian Gordon,https://play-lh.googleusercontent.com/a-/AOh14GhpDpTDlGwV_-hhEqGY6MFbjx4avQqcr6Ck9fOyZhc,"The platform to allow creativity is amazing. I gave only two stars because the way the app bans and censors is all out of wack. Two different accounts posting the same thing and only one would get taken down. There's no real way to even truly appeal to their decision. For that the app sucks. I've been flagged sooo many times for no reason.",2,271,22.8.4,2022-01-21T10:56:55.000Z,"Hi, sorry for the unpleasant experience. If your video contains inappropriate content or violates our community regulation as specified in FAQ https://www.tiktok.com/community-guidelines?lang=en, this video will be removed. We hope to see more good content from you! Thanks, TikTok Team.",2022-01-30T05:10:14.000Z
631b303774b46bf77a23695d,12,289699,gp:AOqpTOHpT43vnz9O0hC6GG_ENT5QMC9vXovU1CH8jw2cySoc4XG1Tpd6XXQADxUPsqjQJ23g7oNDpvTlhCQj-A,Kajally Jobe,https://play-lh.googleusercontent.com/a-/AOh14GiihMpVeJmQI7dxuZoejqRnmMUOh9pOZereFHYqLg,"Very Good App if not the best I've ever seen, but I've been facing difficulties to be able to see or use the captions for my videos after getting more than 50,000 followers, others with less followers are being provided with captions by tiktok. Sort this out I'll give you 5 stars.",4,4808,22.9.5,2022-01-21T18:41:13.000Z,"Hi, sorry for the inconvenience. Could you please provide the issue details within the TikTok app via the following steps: 1) Go to your profile page 2) Tap on the button on the top right corner 3) Choose ""Report a Problem"" on the ""Privacy and Settings"" page. Thanks, TikTok team",2022-01-24T23:57:15.000Z
631b303774b46bf77a23695e,13,288327,gp:AOqpTOEMAkKCft2MMlPS1ayUd0dsZQLuxFzUJIuvxRZ5pCJX-uexk5sBYJKSvm2fBpsPKvS-M9MooTiNBULglQ,Patrick Sullivan,https://play-lh.googleusercontent.com/a-/AOh14GhvrlJBQsVLx8KWmL63KMlyMn12iCJxANhQ0aNEJg,"I created my first account and during my set up I put my snap code as my pfp , I didn't see any problems with that I've done it for other platforms. But now I can't edit anything on my account until tomorrow night around 10:30 PM (I was restricted for 24 hours I guess) all I get is a generic notification saying I've violated multiple guidelines, not sure why I have this problem but many users state similar situations Finally giving this app a chance but already it shows why Instagram is better.",1,267,22.9.5,2022-01-22T04:57:54.000Z,"Hi, if you received a notification from TikTok that your account has been suspended, it means that your account may violate TikTok's Community Guidelines. For more information, please go to: https://www.tiktok.com/community-guidelines?lang=en, Thanks, TikTok Team.",2022-01-30T05:09:54.000Z
631b303774b46bf77a23695f,14,288176,gp:AOqpTOHOfaCZq6Z8L4-Q7ZdZqWI2w2_xbA4nwy2olPY-R5ml6NkOWjmdCKW1HoeisHMZE0iezGWRtFm9K_d0eg,Super. Poop,https://play-lh.googleusercontent.com/a-/AOh14GicHa5xRfR68gU-IFBq4LMm7d48g-czX7ixZAzs,"Okay, hear me out. I have a very good reason for giving 2 stars. Ever since I've been on tik tok for the past year, it has been filled with immature 9 year olds who say extremely negative things, and it makes me just wanna close the app. Also, the new update where you can only search for a user, sound, or hashtag is the worst possible update tik tok could have made smh. I'll still give it a 2 star because I still find the videos enjoying to watch. But seriously tik tok, fix your app.",2,241,22.9.5,2022-01-22T05:49:46.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-01-24T23:59:11.000Z
631b303774b46bf77a236960,15,287422,gp:AOqpTOFeWGFjTGsCJe54axF6HT5k7thNVXdBvJYIGqK9nm7SW9b2V1PuggT_e1sgHVDIlR7wOEI8s7TE3rMHJQ,Tonya Pickett,https://play-lh.googleusercontent.com/a-/AOh14Gglqsl6NfG0TCLnBsnn7dKT1aDwYe2Tmct_OsJ8mA,I love this app! I find multiple reasons why this app is great. One is that I am greatly more connected to issues we face today along with much more inclusive minded folks. You can find any subject instruction support or just for laughs video or lives on here. It truly feels like community here,5,273,23.0.3,2022-01-22T09:41:18.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-01-24T23:58:29.000Z
631b303774b46bf77a236961,16,285638,gp:AOqpTOEi-3TaGprBgRPA-lipatVVnw3OIO6vUCXgiXJNAkeENzuCympdDMUfJreKSN_dtWFcmHJAfDHCmGKPDg,Els,https://play-lh.googleusercontent.com/a-/AOh14GgQifcF5lM2bdsibbLvNCLz89G4YPOcXnxMD2I2ng,"Amazing app, only problem is way to addictive and can change your mindset to be a different person, community can be nice most of the time but if your looking for a fun app and don't want to be on your phone 24/7 don't download this app (unless you have good control on how you will use it) ",5,220,22.9.5,2022-01-22T18:06:08.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-01-24T23:57:05.000Z
631b303774b46bf77a236962,17,285112,gp:AOqpTOEk5sZWHaEoHrOQK7Ry4ZQWosy-9QOpwOfJTRgW4CHYUaVrUjucPakePubXrJORj6hXRf6F8YJ3ZVHrng,Gillian Saunders,https://play-lh.googleusercontent.com/a-/AOh14GgspQbXoytdjDGklHGd9poLIhnPvU2qKYygAPMaig,"It's a good idea in theory but poorly executed. There is rampant cyberbullying, especially to POC creators, disabled creators, and LGBT+ creators. Adult content is also not moderated and children easily get access to content that should be rated 18+. Algorithm is also absolutely terrible. Following a creator is often a sure fire way to never see them on your FYP again, and when you become mutuals with a person it will show you almost exclusively 6+month old videos from them",3,452,22.9.5,2022-01-22T22:15:58.000Z,"Hi, thanks for your valuable feedback. We listen to and value your opinions and suggestions. If you find any inappropriate content, please report it within the app. We will review the content and take actions immediately to promote a safe and positive environment for all our users. Best regards, TikTok Team.",2022-01-26T03:53:12.000Z
631b303774b46bf77a236963,18,283420,gp:AOqpTOHMpzjSLJXL2o5MWlnMkK3SQt30nu7mCXAbQo9GFU1K31P6EjMEgsa9zlWv-2yvh_reEqnLy8ntiyc3zw,María Paula Vargas,https://play-lh.googleusercontent.com/a-/AOh14GiW-ErwGvfweY8k57bSdTHwu1MqV6Sk2zEi5Bnrlg,"I've used til tok for a couple of years and I used to love it. Since I change my phone all my content and algorithm changed. I tried everything the app tells me to do but I see no changes. I tried to file a report but no answer. Even though all the accounts I follow are in English, it keeps showing me Spanish and the ""not interested"". I tried to erase cache, search for topics I like, follow new accounts, search and follow hastags, but nothing happens. II'll definitely will be deleting the app.",1,441,22.9.5,2022-01-23T07:58:17.000Z,"Hi, sorry for the inconvenience. Could you please provide the issue details within the TikTok app via the following steps: 1) Go to your profile page 2) Tap on the button on the top right corner 3) Choose ""Report a Problem"" on the ""Privacy and Settings"" page. Thanks, TikTok team",2022-01-26T03:50:38.000Z
631b303774b46bf77a236964,19,280927,gp:AOqpTOFKC9KJsD2HLlQebt1ZXMKbXmpbcKH5x3JRpZnL0f6e0D61w8dDkspUTTMZURoAOdx_LNXbLtI4ZOxfjQ,Melinda Hughes,https://play-lh.googleusercontent.com/a-/AOh14GhlYm6ilNHMJoiydUMcg6rUK0S6nK61BpoXpgXQvBA,"Actually, I would give it a 5 star rating but the sound levels aren't even. Some are super quiet, some SUPER LOUD! Then some are reasonable volume. But if you turn it up to hear the soft one, the loud one's and commercials break your ear drumsI would actually give it more of a 3 now. Uninstalled it over a year ago because of annoying & worse posts. I just reinstalled to see Kefir the Russian cat",4,7819,22.9.5,2022-01-23T21:46:22.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-01-26T03:50:04.000Z
631b303774b46bf77a236965,20,280795,gp:AOqpTOGpZc4L2v6tfybVl9gM65Whn1EBGw5KMaspqSWkcm9YbX12FwV4VuJAQk0uYd-P8f7T43czmhMCSh59og,julia sebastien,https://play-lh.googleusercontent.com/a-/AOh14Gj9-D4C8-T9cAgXWlHkdFmHNbeMACDnjUVQeQIjMw,"I personally love the app! There's so many different songs, effects u can use, but I just have one complain, I don't think it's fair that ios gets dark mode and android doesn't, I have rly sensitive eyes to brightness so I would really like if u could add dark mode to android.",5,585,22.9.5,2022-01-23T23:03:25.000Z,"Hi, sorry for the inconvenience. Could you please provide the issue details within the TikTok app via the following steps: 1) Go to your profile page 2) Tap on the button on the top right corner 3) Choose ""Report a Problem"" on the ""Privacy and Settings"" page. Thanks, TikTok team",2022-01-30T05:09:19.000Z
631b303774b46bf77a236966,21,280566,gp:AOqpTOGyUD5HoyFN3Idob5CcMaqEizJUPIjA1lsai7fSC4PaZCOUaTSy4TSVXRfDQjQDu44nlivwQb1xNSRDjA,Mary Beth,https://play-lh.googleusercontent.com/a-/AOh14GjpiMEtCHADIdVskajFva_YSDH5uqyRpQa6B4g7tg,"Now the filters people use in videos are gone so i have to go look for them, which is incredibly hard not knowing the name or anything about the filter. That little tag near the caption of the video is gone. Ive found myself wanting to make tiktoks but that button is gone so i just keep scrolling and give up.",2,1093,22.9.5,2022-01-24T00:41:59.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-01-26T03:50:58.000Z
631b303774b46bf77a236967,22,277713,gp:AOqpTOE5FgJQtxxJwrFj7SJzeYWdaIZnfQyxahh6Tq0oNFu60ZOYOzt8sVl7B2z-Qtd3AoaqIaulrAEmRYeyVw,Cosmic ._. Salsa,https://play-lh.googleusercontent.com/a-/AOh14Ghot5R4aF6iAiXT5KDZP-iXe1N5LmUM8sa_9KK_og,"Horrible! Just horrible. I've been trying to avoid downloading this app for the past year now because it got me so addicted last time and then i finally give in now because my boyfriend keeps sending me videos that i can't see properly because that's exactly how they try to trap you. I miss typed my birthday and now I'm ""nOt EliGiBle"" anymore ""BuT tHaNks fOr CheCkinG uS OuT"". Never in my life have i been so disappointed and infuriated. I wish i could give this horrible app ZERO stars!!!!",1,295,23.0.4,2022-01-24T17:41:17.000Z,"Hi, sorry for the inconvenience. Could you please provide the issue details within the TikTok app via the following steps: 1) Go to your profile page 2) Tap on the button on the top right corner 3) Choose ""Report a Problem"" on the ""Privacy and Settings"" page. Thanks, TikTok team",2022-01-30T05:09:02.000Z
631b303774b46bf77a236968,23,272756,gp:AOqpTOEq2APSUWjpjPLzRlvX3db-C6btD8TDLikFlyauTdejaIqFTNZ0jtjHF6-Hl_vMOc-y-ID1JZG7FrkA8g,Jangle,https://play-lh.googleusercontent.com/a-/AOh14GjU6AHxbyct4hxd_pIVV8HOpkMCRmggVWkx0aEbKw,"Needed to change my phone number on the app because i no longer have any access to the original number but in order to verify I am the account holder they ask for the date you joined and the old phone number. LIKE ANYONE IS GONNA REMEMBER THE EXACT MONTH AND YEAR THEY SIGNED UP, AND THE PHONE NUBMER IS THE REASON I CONTACTED THE SUPPORT TEAM. Edit: In reply to the response from TikTok, I already have used the ""Report a problem"" option and that is the main reason i wrote the review.",1,105,22.9.5,2022-01-26T03:56:08.000Z,"Hi, sorry for the inconvenience. Could you please provide the issue details within the TikTok app via the following steps: 1) Go to your profile page 2) Tap on the button on the top right corner 3) Choose ""Report a Problem"" on the ""Privacy and Settings"" page. Thanks, TikTok team",2022-01-26T03:53:33.000Z
631b303774b46bf77a236969,24,270723,gp:AOqpTOEa3O1S09xWCzOIDhHmcO5Xpxh0U-e3J96xia3O9NhIyUf18ohjmdXVW9zcvtzaTbvcKMMI8Bt6w78mFg,Paige Anderson,https://play-lh.googleusercontent.com/a-/AOh14GiT3gBO0WOFMPrNJPLlVQirIAN1ZABtGW8dnsxQoA,"App was functioning but now the Following tab next to the FYP at the top of the screen is gone and I can't see the recent activity for anyone I'm following without going to them individually. I've logged out and back in and uninstalled then reinstalled the app. At this point I just go to the creator's YouTube and Instagram accounts to get updates.",5,188,23.0.5,2022-01-26T16:22:43.000Z,"Hi, sorry for the inconvenience. Could you please provide the issue details within the TikTok app via the following steps: 1) Go to your profile page 2) Tap on the button on the top right corner 3) Choose ""Report a Problem"" on the ""Privacy and Settings"" page. Thanks, TikTok team",2022-01-24T23:57:50.000Z
631b303774b46bf77a23696a,25,269782,gp:AOqpTOG71YkNZ6VXIrAgoX4BohlABrUpGJHo0jQsoiXTzwWY2UoyinUBEVqzWeZhyAjzW5n93p3_LWcTe40Iqw,michelle,https://play-lh.googleusercontent.com/a-/AOh14GjpsSaj2MVjiriIIxFr2UV9FeLjNuxJ2LPMF6irBA,"This app is really good, in-fact I have no problem other than one, I can't hear audio when I'm recording. Whether I'm using a sound or trying to record me speaking, I can't hear it at all. My volume is up, and I can hear other people's videos but not my own. Once the vid is posted I can. I went to report this as a problem and all it said was to restart the app (which I did) and nothing worked. I'm afraid to delete it and log back in since last time I did this, I got back in by some MIRACLE.",3,4062,23.0.5,2022-01-27T00:25:17.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-02-06T23:40:12.000Z
631b303774b46bf77a23696b,26,267368,gp:AOqpTOEetSp-nToWYzVxKGasuN7r61zM-qfsjzpwEYleQ5HIvoD91s9TQsXGKptLlzY8crTRzIMh4u9-XvlQjg,Anileah Buswell,https://play-lh.googleusercontent.com/a-/AOh14GgskcZPEPa_rNf4QIJW3RX5ejjk39MXV951C19XPxo,"I can no longer see the filters that are being used in other people's videos. There used to be a button above the username that said the name of the filter or ""view links"" if there was more than one. All of a sudden it disappeared. I know its just a glitch because when its not doing that to anyone else I know. I have tried deleting the app, clearing cache/data, logging out, nothing works! This is absolutely ruining my experience om the app because I cannot make videos with popular filters!",3,3943,23.0.5,2022-01-27T14:43:07.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-02-06T23:40:46.000Z
631b303774b46bf77a23696c,27,266870,gp:AOqpTOHazXD8pfvuS07shuMOGraDthQTLNael75mZR1dLERyzdRW8t-lv-9IfT1yNADc1bOjsS66OL92EaRp9Q,Danielle Wallace,https://play-lh.googleusercontent.com/a-/AOh14GjR5SkBynlhl5CUn_Pz9NFJSW7yjnfrPsjU1AE8Ne0,nothing will load when videos are shared S10+,1,1,23.0.5,2022-01-27T17:58:00.000Z,"Hi, 

Thanks for your valuable feedback!
 Please contact us through our APP as following:
1. Go to your Profile page
2. Tap on the button on the top right corner
3. Choose """"Report a Problem"""" on the """"Privacy and Settings"""" page",2019-05-05T02:27:58.000Z
631b303774b46bf77a23696d,28,266839,gp:AOqpTOFJXSqhD7rsWC7GpLSvAbkz5o1dEaDh-e8AgsTs3RUj3EYGAC_EeajTwczpS87GowXKIt5BhFFgu8Y1ZQ,Serenity Puckett,https://play-lh.googleusercontent.com/a/AATXAJwbUu8lh4vPwubQYqYuKufRThL27eSvfPCfBjQ_=mo,"This app takes up most of my time and was fun for the most part. However, they decided to lean heavily towards catering to iPhone users only and because of this I rarely get to partake and enjoy in the current trends as I can't use any of the filters. I have a relatively new phone (Samsung Z Flip) and yet I can use almost none of the new filters, which is what I enjoyed doing the most with my friends and family. If they can somehow expand their availability my rating would be practically 5 stars",1,2250,23.0.5,2022-01-27T18:10:05.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-02-10T04:17:45.000Z
631b303774b46bf77a23696e,29,263527,gp:AOqpTOFtgqSAd7asv6XDbf_0MzOt6tn0wEwDLcL_plmZzGym-l8lI2tXHL1HgmFdSwbiI3_cMGfXViqGEbrySA,Nataleigh Kirkpatrick,https://play-lh.googleusercontent.com/a-/AOh14GhxDQCf6I2XVM05mxCe_ZedoV3qCByafzix6ye0,"It was great at first, but like a couple others, starting about a week-ish ago (I noticed it on the 24th) I can't hear songs or my voice when recording, or when it's in drafts. I have tried everything, and I Can only hear the sound when I post the video. I am on android and logged into my account on an apple device and it does the same thing, so it's something wrong with my tik tok account, and not with setting. I reported it as a problem, but tiktok has yet to do anything...",1,4515,23.1.3,2022-01-28T16:11:07.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-02-06T23:41:45.000Z
631b303774b46bf77a23696f,30,258726,gp:AOqpTOGqNVK8oJ1F6wm1u4G_KiuNw0SR7T3uQw2VJVzYZD_zQUDbyMGQySEzcXvEHdNIA_EOOkLnBf0DWpH7hQ,Eymi Gongora,https://play-lh.googleusercontent.com/a-/AOh14GhV7HxZevpBlFjJqJ3JK0L7nsD5UlegFJGNQRhO,"I love the app it's great and everything but please stop updating it so much it takes up to much storage! But it's honestly a good app. That's why I it a 3 stars also with the ppl who fake there age or are like 7-9 I don't like that I also don't like how you guys banned ppl for not being 13+yes if there like 7-9 they should be banned bc there to small but like if there 11 or 12 they should be okay.",3,398,22.9.5,2022-01-29T23:56:30.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-01-16T23:10:53.000Z
631b303774b46bf77a236970,31,256192,gp:AOqpTOE0FZC7oi9T3VDntE4aU7_tqf5JLl6juqgNxTgjS8ibtBcoujUDUhXH_JNznkMHT3stZJfUhSgRf3ddNQ,John Minah,https://play-lh.googleusercontent.com/a-/AOh14GgmMPajMObfW-JZdFSmhmkaiU_zC1PuBdfuOailsg,"Not the best. Several annoyances, such as it is easy to accidentally refresh the feed when you're in the middle of watching a video, and then that video is lost forever. The refresh feature is unneeded, but if it stays then it should require a more definite action to activate it, an action that cannot be carried out accidentally. Furthermore, pop up boxes and overlays on videos and live streams have a tiny (x) to close them, which it is impossible for anyone with adult size fingers to tap.",3,7391,23.1.4,2022-01-30T14:23:33.000Z,"Hi, thanks for the great suggestions! We will be sure to share your suggestions with our product team for consideration. TikTok team is committed to promoting a better user experience. Thanks, TikTok Team.",2022-02-10T04:19:22.000Z
